name,type,category,price,quantity
Product 7892,Electronics,Electronics & Gadgets,355.44,92
Product 7893,Home Decor,Toys & Games,143.29,6
Product 7894,Electronics,Toys & Games,324.0,55
Product 7895,Electronics,Books & Literature,251.6,72
Product 7896,Books,Apparel & Fashion,489.68,17
Product 7897,Home Decor,Books & Literature,423.69,9
Product 7898,Toys & Games,Home & Garden,295.47,71
Product 7899,Books,Books & Literature,189.17,42
Product 7900,Electronics,Books & Literature,126.52,73
Product 7901,Home Decor,Apparel & Fashion,439.13,67
Product 7902,Home Decor,Toys & Games,50.73,10
Product 7903,Home Decor,Electronics & Gadgets,17.01,11
Product 7904,Electronics,Electronics & Gadgets,364.71,50
Product 7905,Toys & Games,Toys & Games,452.43,18
Product 7906,Books,Electronics & Gadgets,362.17,5
Product 7907,Home Decor,Electronics & Gadgets,260.73,30
Product 7908,Electronics,Electronics & Gadgets,58.63,98
Product 7909,Toys & Games,Books & Literature,178.28,20
Product 7910,Clothing,Electronics & Gadgets,59.06,6
Product 7911,Clothing,Toys & Games,464.7,67
Product 7912,Home Decor,Books & Literature,110.39,91
Product 7913,Clothing,Electronics & Gadgets,464.01,28
Product 7914,Home Decor,Electronics & Gadgets,223.73,11
Product 7915,Electronics,Toys & Games,432.87,87
Product 7916,Toys & Games,Toys & Games,195.25,4
Product 7917,Clothing,Home & Garden,42.13,13
Product 7918,Books,Toys & Games,411.58,18
Product 7919,Electronics,Books & Literature,493.58,48
Product 7920,Electronics,Home & Garden,242.12,11
Product 7921,Electronics,Books & Literature,65.76,32
Product 7922,Clothing,Toys & Games,83.3,25
Product 7923,Clothing,Toys & Games,95.25,9
Product 7924,Clothing,Electronics & Gadgets,452.15,95
Product 7925,Clothing,Books & Literature,189.72,38
Product 7926,Clothing,Toys & Games,266.84,86
Product 7927,Toys & Games,Home & Garden,363.16,98
Product 7928,Home Decor,Apparel & Fashion,173.66,82
Product 7929,Books,Books & Literature,307.11,66
Product 7930,Electronics,Home & Garden,133.22,94
Product 7931,Toys & Games,Books & Literature,34.88,43
Product 7932,Books,Books & Literature,411.67,87
Product 7933,Electronics,Home & Garden,80.63,4
Product 7934,Electronics,Home & Garden,173.28,32
Product 7935,Toys & Games,Books & Literature,360.7,55
Product 7936,Clothing,Toys & Games,76.14,15
Product 7937,Books,Apparel & Fashion,294.14,62
Product 7938,Electronics,Home & Garden,209.37,89
Product 7939,Books,Toys & Games,145.81,75
Product 7940,Electronics,Electronics & Gadgets,62.39,66
Product 7941,Toys & Games,Apparel & Fashion,67.85,23
Product 7942,Clothing,Toys & Games,461.29,51
Product 7943,Books,Apparel & Fashion,468.44,74
Product 7944,Home Decor,Toys & Games,51.59,53
Product 7945,Clothing,Toys & Games,13.36,46
Product 7946,Electronics,Books & Literature,215.43,28
Product 7947,Books,Electronics & Gadgets,353.35,24
Product 7948,Clothing,Toys & Games,247.71,41
Product 7949,Electronics,Books & Literature,467.29,90
Product 7950,Books,Electronics & Gadgets,477.08,91
Product 7951,Clothing,Apparel & Fashion,470.53,36
Product 7952,Home Decor,Electronics & Gadgets,286.72,46
Product 7953,Home Decor,Toys & Games,429.75,7
Product 7954,Toys & Games,Apparel & Fashion,377.73,59
Product 7955,Toys & Games,Electronics & Gadgets,308.12,23
Product 7956,Clothing,Apparel & Fashion,208.0,67
Product 7957,Toys & Games,Toys & Games,254.65,92
Product 7958,Books,Toys & Games,215.26,99
Product 7959,Toys & Games,Electronics & Gadgets,310.09,65
Product 7960,Books,Toys & Games,55.11,44
Product 7961,Electronics,Home & Garden,141.89,11
Product 7962,Electronics,Toys & Games,51.43,39
Product 7963,Clothing,Books & Literature,453.56,94
Product 7964,Toys & Games,Home & Garden,169.36,76
Product 7965,Home Decor,Home & Garden,371.55,89
Product 7966,Clothing,Books & Literature,115.95,55
Product 7967,Toys & Games,Home & Garden,66.34,100
Product 7968,Toys & Games,Apparel & Fashion,147.78,62
Product 7969,Clothing,Electronics & Gadgets,496.1,32
Product 7970,Toys & Games,Electronics & Gadgets,23.25,70
Product 7971,Clothing,Home & Garden,338.31,48
Product 7972,Home Decor,Toys & Games,296.77,12
Product 7973,Clothing,Books & Literature,377.96,74
Product 7974,Home Decor,Home & Garden,390.52,73
Product 7975,Books,Books & Literature,299.21,15
Product 7976,Electronics,Books & Literature,285.72,78
Product 7977,Electronics,Books & Literature,22.48,49
Product 7978,Home Decor,Toys & Games,175.75,56
Product 7979,Electronics,Apparel & Fashion,80.03,47
Product 7980,Toys & Games,Home & Garden,185.79,44
Product 7981,Electronics,Toys & Games,82.57,59
Product 7982,Electronics,Apparel & Fashion,71.88,71
Product 7983,Clothing,Electronics & Gadgets,136.49,28
Product 7984,Books,Electronics & Gadgets,163.04,16
Product 7985,Clothing,Home & Garden,427.62,24
Product 7986,Clothing,Apparel & Fashion,323.61,92
Product 7987,Electronics,Apparel & Fashion,485.85,100
Product 7988,Clothing,Electronics & Gadgets,397.06,96
Product 7989,Electronics,Toys & Games,79.82,13
Product 7990,Books,Apparel & Fashion,475.97,50
Product 7991,Electronics,Apparel & Fashion,47.72,32
Product 7992,Home Decor,Home & Garden,377.92,26
Product 7993,Books,Home & Garden,73.82,16
Product 7994,Toys & Games,Books & Literature,211.13,64
Product 7995,Electronics,Home & Garden,302.2,29
Product 7996,Electronics,Books & Literature,257.86,69
Product 7997,Home Decor,Toys & Games,313.57,87
Product 7998,Clothing,Apparel & Fashion,209.16,19
Product 7999,Books,Toys & Games,361.69,62
Product 8000,Electronics,Apparel & Fashion,291.86,67
Product 8001,Electronics,Toys & Games,265.85,93
Product 8002,Home Decor,Toys & Games,219.34,45
Product 8003,Toys & Games,Electronics & Gadgets,88.33,58
Product 8004,Home Decor,Electronics & Gadgets,305.54,34
Product 8005,Home Decor,Electronics & Gadgets,56.27,77
Product 8006,Toys & Games,Books & Literature,426.23,5
Product 8007,Clothing,Toys & Games,368.76,94
Product 8008,Books,Apparel & Fashion,197.97,53
Product 8009,Electronics,Books & Literature,486.39,20
Product 8010,Toys & Games,Books & Literature,220.22,39
Product 8011,Home Decor,Electronics & Gadgets,432.8,67
Product 8012,Books,Books & Literature,252.08,38
Product 8013,Books,Electronics & Gadgets,420.28,77
Product 8014,Clothing,Home & Garden,285.99,3
Product 8015,Books,Apparel & Fashion,47.11,53
Product 8016,Clothing,Apparel & Fashion,140.55,79
Product 8017,Clothing,Toys & Games,158.05,78
Product 8018,Home Decor,Toys & Games,170.96,97
Product 8019,Books,Books & Literature,265.81,1
Product 8020,Home Decor,Electronics & Gadgets,437.32,78
Product 8021,Toys & Games,Home & Garden,367.94,22
Product 8022,Electronics,Home & Garden,355.3,82
Product 8023,Electronics,Toys & Games,200.76,38
Product 8024,Home Decor,Home & Garden,354.66,26
Product 8025,Books,Toys & Games,169.93,69
Product 8026,Books,Apparel & Fashion,456.75,20
Product 8027,Electronics,Toys & Games,441.68,61
Product 8028,Electronics,Toys & Games,26.91,83
Product 8029,Toys & Games,Electronics & Gadgets,360.21,45
Product 8030,Home Decor,Home & Garden,222.48,94
Product 8031,Home Decor,Apparel & Fashion,452.75,91
Product 8032,Clothing,Apparel & Fashion,135.26,22
Product 8033,Books,Toys & Games,332.57,88
Product 8034,Books,Home & Garden,418.99,88
Product 8035,Books,Apparel & Fashion,419.59,53
Product 8036,Books,Toys & Games,170.18,10
Product 8037,Clothing,Electronics & Gadgets,473.69,23
Product 8038,Books,Toys & Games,34.05,86
Product 8039,Electronics,Home & Garden,202.63,67
Product 8040,Books,Home & Garden,40.6,84
Product 8041,Electronics,Apparel & Fashion,57.78,8
Product 8042,Clothing,Apparel & Fashion,295.94,33
Product 8043,Toys & Games,Home & Garden,472.72,95
Product 8044,Clothing,Toys & Games,86.72,95
Product 8045,Books,Home & Garden,169.67,15
Product 8046,Toys & Games,Electronics & Gadgets,410.97,80
Product 8047,Electronics,Toys & Games,15.31,55
Product 8048,Home Decor,Electronics & Gadgets,96.06,37
Product 8049,Clothing,Toys & Games,235.97,99
Product 8050,Electronics,Apparel & Fashion,15.59,55
Product 8051,Clothing,Apparel & Fashion,392.62,100
Product 8052,Home Decor,Electronics & Gadgets,385.42,77
Product 8053,Toys & Games,Apparel & Fashion,41.59,70
Product 8054,Electronics,Books & Literature,309.19,38
Product 8055,Books,Apparel & Fashion,359.19,69
Product 8056,Books,Books & Literature,350.68,47
Product 8057,Toys & Games,Home & Garden,230.43,22
Product 8058,Home Decor,Home & Garden,482.07,47
Product 8059,Books,Toys & Games,181.07,92
Product 8060,Books,Books & Literature,350.68,70
Product 8061,Home Decor,Electronics & Gadgets,153.45,37
Product 8062,Electronics,Electronics & Gadgets,438.56,66
Product 8063,Home Decor,Books & Literature,490.87,46
Product 8064,Toys & Games,Apparel & Fashion,363.23,58
Product 8065,Toys & Games,Books & Literature,468.43,33
Product 8066,Home Decor,Home & Garden,230.21,68
Product 8067,Electronics,Electronics & Gadgets,222.67,75
Product 8068,Clothing,Apparel & Fashion,420.56,12
Product 8069,Clothing,Electronics & Gadgets,114.8,5
Product 8070,Clothing,Home & Garden,357.6,93
Product 8071,Clothing,Books & Literature,461.47,54
Product 8072,Electronics,Apparel & Fashion,229.91,80
Product 8073,Toys & Games,Electronics & Gadgets,273.71,41
Product 8074,Toys & Games,Apparel & Fashion,167.28,11
Product 8075,Clothing,Apparel & Fashion,196.1,55
Product 8076,Home Decor,Apparel & Fashion,221.19,56
Product 8077,Books,Books & Literature,322.44,61
Product 8078,Electronics,Apparel & Fashion,400.91,98
Product 8079,Home Decor,Apparel & Fashion,21.75,6
Product 8080,Electronics,Electronics & Gadgets,289.85,63
Product 8081,Home Decor,Home & Garden,476.65,81
Product 8082,Books,Toys & Games,233.65,69
Product 8083,Electronics,Electronics & Gadgets,478.48,62
Product 8084,Electronics,Apparel & Fashion,240.27,93
Product 8085,Books,Toys & Games,335.84,36
Product 8086,Books,Electronics & Gadgets,395.35,43
Product 8087,Toys & Games,Electronics & Gadgets,231.8,70
Product 8088,Toys & Games,Home & Garden,285.79,70
Product 8089,Toys & Games,Books & Literature,485.01,89
Product 8090,Books,Books & Literature,485.05,19
Product 8091,Home Decor,Electronics & Gadgets,255.84,95
Product 8092,Books,Apparel & Fashion,407.18,41
Product 8093,Toys & Games,Apparel & Fashion,313.51,49
Product 8094,Home Decor,Apparel & Fashion,442.7,96
Product 8095,Home Decor,Electronics & Gadgets,84.89,27
Product 8096,Toys & Games,Books & Literature,202.07,88
Product 8097,Toys & Games,Books & Literature,465.89,10
Product 8098,Clothing,Books & Literature,232.7,29
Product 8099,Home Decor,Home & Garden,88.46,14
Product 8100,Clothing,Books & Literature,451.16,15
Product 8101,Electronics,Apparel & Fashion,140.91,99
Product 8102,Electronics,Books & Literature,437.46,25
Product 8103,Toys & Games,Toys & Games,31.62,33
Product 8104,Toys & Games,Home & Garden,317.85,74
Product 8105,Clothing,Apparel & Fashion,454.34,62
Product 8106,Books,Home & Garden,94.63,32
Product 8107,Clothing,Home & Garden,277.79,51
Product 8108,Electronics,Electronics & Gadgets,100.13,3
Product 8109,Home Decor,Books & Literature,108.79,86
Product 8110,Clothing,Home & Garden,187.27,2
Product 8111,Electronics,Apparel & Fashion,374.51,89
Product 8112,Home Decor,Home & Garden,330.32,29
Product 8113,Books,Electronics & Gadgets,128.38,88
Product 8114,Home Decor,Home & Garden,217.55,14
Product 8115,Books,Apparel & Fashion,447.49,74
Product 8116,Home Decor,Electronics & Gadgets,164.91,94
Product 8117,Home Decor,Electronics & Gadgets,194.36,22
Product 8118,Electronics,Electronics & Gadgets,231.63,65
Product 8119,Clothing,Apparel & Fashion,90.55,96
Product 8120,Books,Books & Literature,431.68,86
Product 8121,Clothing,Electronics & Gadgets,257.13,42
Product 8122,Books,Toys & Games,118.06,73
Product 8123,Books,Apparel & Fashion,187.0,61
Product 8124,Home Decor,Electronics & Gadgets,351.82,24
Product 8125,Books,Toys & Games,478.19,78
Product 8126,Books,Home & Garden,461.57,48
Product 8127,Books,Books & Literature,101.02,85
Product 8128,Electronics,Electronics & Gadgets,237.12,81
Product 8129,Books,Electronics & Gadgets,482.68,86
Product 8130,Toys & Games,Toys & Games,372.03,82
Product 8131,Home Decor,Electronics & Gadgets,129.9,27
Product 8132,Books,Home & Garden,406.22,76
Product 8133,Toys & Games,Books & Literature,424.46,90
Product 8134,Toys & Games,Apparel & Fashion,498.69,89
Product 8135,Toys & Games,Home & Garden,240.29,12
Product 8136,Toys & Games,Electronics & Gadgets,481.57,3
Product 8137,Clothing,Home & Garden,204.81,31
Product 8138,Electronics,Books & Literature,245.25,58
Product 8139,Clothing,Toys & Games,457.61,15
Product 8140,Clothing,Electronics & Gadgets,232.25,51
Product 8141,Electronics,Books & Literature,167.46,74
Product 8142,Books,Toys & Games,281.42,5
Product 8143,Books,Home & Garden,448.17,20
Product 8144,Toys & Games,Toys & Games,237.05,17
Product 8145,Clothing,Electronics & Gadgets,179.68,40
Product 8146,Clothing,Toys & Games,262.96,63
Product 8147,Clothing,Home & Garden,273.62,65
Product 8148,Clothing,Apparel & Fashion,224.62,73
Product 8149,Books,Books & Literature,473.14,24
Product 8150,Clothing,Books & Literature,107.27,1
Product 8151,Electronics,Home & Garden,388.02,21
Product 8152,Electronics,Home & Garden,140.27,7
Product 8153,Home Decor,Books & Literature,18.74,63
Product 8154,Electronics,Toys & Games,221.11,6
Product 8155,Toys & Games,Electronics & Gadgets,243.37,44
Product 8156,Clothing,Electronics & Gadgets,34.97,50
Product 8157,Clothing,Books & Literature,22.42,55
Product 8158,Electronics,Toys & Games,85.06,7
Product 8159,Books,Toys & Games,220.81,46
Product 8160,Books,Home & Garden,164.56,62
Product 8161,Home Decor,Apparel & Fashion,458.58,51
Product 8162,Home Decor,Electronics & Gadgets,489.89,84
Product 8163,Home Decor,Books & Literature,274.26,34
Product 8164,Toys & Games,Toys & Games,213.94,32
Product 8165,Books,Toys & Games,476.67,51
Product 8166,Clothing,Toys & Games,192.62,49
Product 8167,Toys & Games,Home & Garden,376.96,69
Product 8168,Clothing,Electronics & Gadgets,48.41,2
Product 8169,Toys & Games,Apparel & Fashion,36.08,25
Product 8170,Books,Electronics & Gadgets,290.11,26
Product 8171,Electronics,Apparel & Fashion,11.62,19
Product 8172,Electronics,Apparel & Fashion,229.3,97
Product 8173,Electronics,Electronics & Gadgets,411.51,72
Product 8174,Electronics,Apparel & Fashion,327.44,38
Product 8175,Electronics,Home & Garden,88.87,18
Product 8176,Toys & Games,Books & Literature,40.67,20
Product 8177,Home Decor,Home & Garden,427.2,37
Product 8178,Books,Apparel & Fashion,210.46,62
Product 8179,Books,Toys & Games,461.62,77
Product 8180,Books,Electronics & Gadgets,484.93,34
Product 8181,Books,Books & Literature,111.1,41
Product 8182,Toys & Games,Home & Garden,349.1,79
Product 8183,Clothing,Home & Garden,349.23,41
Product 8184,Books,Home & Garden,272.45,25
Product 8185,Electronics,Apparel & Fashion,225.03,85
Product 8186,Toys & Games,Home & Garden,294.53,3
Product 8187,Home Decor,Apparel & Fashion,351.3,68
Product 8188,Electronics,Books & Literature,480.72,62
Product 8189,Home Decor,Home & Garden,61.99,59
Product 8190,Clothing,Home & Garden,181.15,58
Product 8191,Electronics,Apparel & Fashion,59.18,73
Product 8192,Toys & Games,Home & Garden,88.5,88
Product 8193,Books,Apparel & Fashion,260.49,80
Product 8194,Electronics,Home & Garden,468.33,68
Product 8195,Toys & Games,Toys & Games,245.04,50
Product 8196,Home Decor,Electronics & Gadgets,412.15,15
Product 8197,Electronics,Electronics & Gadgets,215.99,75
Product 8198,Clothing,Toys & Games,420.34,41
Product 8199,Home Decor,Apparel & Fashion,394.75,68
Product 8200,Electronics,Apparel & Fashion,28.35,5
Product 8201,Books,Home & Garden,279.76,81
Product 8202,Electronics,Apparel & Fashion,299.45,60
Product 8203,Books,Books & Literature,329.69,13
Product 8204,Electronics,Toys & Games,68.26,59
Product 8205,Electronics,Electronics & Gadgets,317.29,35
Product 8206,Books,Electronics & Gadgets,426.02,91
Product 8207,Home Decor,Home & Garden,197.74,34
Product 8208,Clothing,Apparel & Fashion,391.58,85
Product 8209,Home Decor,Electronics & Gadgets,326.84,88
Product 8210,Clothing,Home & Garden,146.68,21
Product 8211,Home Decor,Electronics & Gadgets,119.11,82
Product 8212,Toys & Games,Books & Literature,96.43,94
Product 8213,Books,Books & Literature,232.92,54
Product 8214,Books,Home & Garden,490.21,23
Product 8215,Electronics,Electronics & Gadgets,350.62,98
Product 8216,Home Decor,Toys & Games,398.97,44
Product 8217,Clothing,Home & Garden,209.21,43
Product 8218,Toys & Games,Toys & Games,204.93,39
Product 8219,Books,Electronics & Gadgets,313.0,57
Product 8220,Electronics,Apparel & Fashion,375.47,86
Product 8221,Electronics,Apparel & Fashion,379.08,20
Product 8222,Home Decor,Toys & Games,452.88,50
Product 8223,Electronics,Toys & Games,310.35,39
Product 8224,Books,Home & Garden,346.39,22
Product 8225,Clothing,Books & Literature,55.09,50
Product 8226,Home Decor,Apparel & Fashion,387.76,82
Product 8227,Home Decor,Apparel & Fashion,476.23,81
Product 8228,Clothing,Toys & Games,394.66,13
Product 8229,Books,Books & Literature,19.97,30
Product 8230,Toys & Games,Toys & Games,39.45,28
Product 8231,Electronics,Electronics & Gadgets,272.34,96
Product 8232,Toys & Games,Home & Garden,278.75,7
Product 8233,Clothing,Home & Garden,200.95,55
Product 8234,Toys & Games,Apparel & Fashion,470.51,61
Product 8235,Books,Toys & Games,271.92,33
Product 8236,Electronics,Electronics & Gadgets,202.2,80
Product 8237,Clothing,Electronics & Gadgets,5.5,99
Product 8238,Books,Apparel & Fashion,154.38,30
Product 8239,Electronics,Toys & Games,300.28,19
Product 8240,Clothing,Books & Literature,403.95,75
Product 8241,Toys & Games,Home & Garden,209.97,42
Product 8242,Toys & Games,Books & Literature,61.09,12
Product 8243,Toys & Games,Electronics & Gadgets,357.31,42
Product 8244,Electronics,Home & Garden,337.78,75
Product 8245,Toys & Games,Books & Literature,411.63,69
Product 8246,Books,Apparel & Fashion,122.58,62
Product 8247,Books,Electronics & Gadgets,153.33,93
Product 8248,Toys & Games,Apparel & Fashion,180.68,48
Product 8249,Electronics,Books & Literature,94.67,96
Product 8250,Electronics,Home & Garden,11.61,47
Product 8251,Books,Books & Literature,70.19,45
Product 8252,Home Decor,Toys & Games,202.68,5
Product 8253,Books,Apparel & Fashion,55.57,95
Product 8254,Books,Toys & Games,186.15,36
Product 8255,Electronics,Electronics & Gadgets,127.8,5
Product 8256,Electronics,Apparel & Fashion,132.89,47
Product 8257,Clothing,Home & Garden,412.29,8
Product 8258,Home Decor,Apparel & Fashion,398.49,48
Product 8259,Clothing,Electronics & Gadgets,40.19,23
Product 8260,Toys & Games,Toys & Games,232.54,20
Product 8261,Clothing,Books & Literature,491.25,55
Product 8262,Toys & Games,Home & Garden,10.16,19
Product 8263,Toys & Games,Electronics & Gadgets,49.96,85
Product 8264,Clothing,Electronics & Gadgets,372.39,23
Product 8265,Electronics,Toys & Games,272.98,12
Product 8266,Books,Toys & Games,258.04,63
Product 8267,Books,Apparel & Fashion,335.55,6
Product 8268,Toys & Games,Toys & Games,396.25,54
Product 8269,Home Decor,Home & Garden,59.88,95
Product 8270,Electronics,Toys & Games,204.29,82
Product 8271,Home Decor,Books & Literature,352.98,45
Product 8272,Electronics,Electronics & Gadgets,143.44,17
Product 8273,Electronics,Electronics & Gadgets,129.14,31
Product 8274,Books,Apparel & Fashion,224.01,72
Product 8275,Books,Toys & Games,206.87,69
Product 8276,Books,Electronics & Gadgets,27.47,12
Product 8277,Clothing,Apparel & Fashion,8.2,49
Product 8278,Home Decor,Books & Literature,16.24,60
Product 8279,Home Decor,Apparel & Fashion,494.23,64
Product 8280,Home Decor,Apparel & Fashion,21.5,57
Product 8281,Clothing,Books & Literature,487.93,76
Product 8282,Toys & Games,Home & Garden,285.94,83
Product 8283,Books,Apparel & Fashion,121.39,59
Product 8284,Toys & Games,Electronics & Gadgets,327.7,64
Product 8285,Electronics,Home & Garden,267.49,82
Product 8286,Home Decor,Books & Literature,111.48,9
Product 8287,Books,Home & Garden,463.77,8
Product 8288,Electronics,Electronics & Gadgets,291.48,100
Product 8289,Electronics,Books & Literature,315.13,79
Product 8290,Books,Toys & Games,387.87,59
Product 8291,Electronics,Apparel & Fashion,64.95,45
Product 8292,Toys & Games,Books & Literature,277.53,89
Product 8293,Electronics,Toys & Games,94.31,74
Product 8294,Clothing,Books & Literature,344.85,15
Product 8295,Electronics,Electronics & Gadgets,137.96,93
Product 8296,Electronics,Toys & Games,369.33,100
Product 8297,Electronics,Home & Garden,170.15,93
Product 8298,Home Decor,Electronics & Gadgets,416.71,30
Product 8299,Electronics,Electronics & Gadgets,391.08,13
Product 8300,Books,Home & Garden,487.27,52
Product 8301,Toys & Games,Toys & Games,79.57,12
Product 8302,Home Decor,Electronics & Gadgets,481.18,45
Product 8303,Toys & Games,Electronics & Gadgets,27.31,35
Product 8304,Clothing,Home & Garden,81.0,24
Product 8305,Clothing,Apparel & Fashion,156.26,55
Product 8306,Books,Toys & Games,109.84,48
Product 8307,Home Decor,Toys & Games,190.07,94
Product 8308,Toys & Games,Apparel & Fashion,323.99,96
Product 8309,Books,Electronics & Gadgets,260.63,25
Product 8310,Electronics,Electronics & Gadgets,110.61,90
Product 8311,Clothing,Home & Garden,127.46,26
Product 8312,Home Decor,Books & Literature,55.24,21
Product 8313,Electronics,Home & Garden,496.45,84
Product 8314,Clothing,Books & Literature,400.33,81
Product 8315,Electronics,Home & Garden,179.51,8
Product 8316,Home Decor,Books & Literature,46.42,57
Product 8317,Toys & Games,Apparel & Fashion,260.39,12
Product 8318,Clothing,Electronics & Gadgets,226.08,29
Product 8319,Toys & Games,Home & Garden,301.08,11
Product 8320,Electronics,Electronics & Gadgets,397.03,84
Product 8321,Clothing,Electronics & Gadgets,428.75,94
Product 8322,Electronics,Toys & Games,76.32,16
Product 8323,Electronics,Apparel & Fashion,320.44,50
Product 8324,Home Decor,Home & Garden,336.61,88
Product 8325,Electronics,Apparel & Fashion,444.56,6
Product 8326,Home Decor,Apparel & Fashion,93.66,61
Product 8327,Books,Apparel & Fashion,369.19,93
Product 8328,Home Decor,Toys & Games,318.3,42
Product 8329,Electronics,Electronics & Gadgets,418.25,19
Product 8330,Toys & Games,Home & Garden,224.82,5
Product 8331,Toys & Games,Toys & Games,280.5,71
Product 8332,Books,Electronics & Gadgets,100.9,78
Product 8333,Home Decor,Books & Literature,242.72,88
Product 8334,Books,Books & Literature,220.85,65
Product 8335,Electronics,Home & Garden,359.99,33
Product 8336,Books,Home & Garden,260.03,4
Product 8337,Clothing,Apparel & Fashion,147.99,4
Product 8338,Clothing,Electronics & Gadgets,463.13,46
Product 8339,Books,Apparel & Fashion,156.09,31
Product 8340,Clothing,Home & Garden,478.54,99
Product 8341,Home Decor,Books & Literature,158.89,81
Product 8342,Electronics,Apparel & Fashion,214.25,63
Product 8343,Toys & Games,Toys & Games,246.05,37
Product 8344,Toys & Games,Apparel & Fashion,11.32,75
Product 8345,Clothing,Home & Garden,274.52,80
Product 8346,Toys & Games,Toys & Games,381.59,66
Product 8347,Books,Electronics & Gadgets,389.12,6
Product 8348,Books,Electronics & Gadgets,387.21,79
Product 8349,Books,Apparel & Fashion,56.99,24
Product 8350,Electronics,Electronics & Gadgets,16.91,11
Product 8351,Toys & Games,Books & Literature,484.09,28
Product 8352,Clothing,Electronics & Gadgets,238.65,15
Product 8353,Books,Home & Garden,399.13,10
Product 8354,Electronics,Toys & Games,452.45,69
Product 8355,Clothing,Toys & Games,476.27,98
Product 8356,Books,Home & Garden,461.9,22
Product 8357,Home Decor,Toys & Games,68.34,43
Product 8358,Clothing,Books & Literature,29.11,99
Product 8359,Electronics,Apparel & Fashion,268.47,95
Product 8360,Home Decor,Apparel & Fashion,184.62,64
Product 8361,Clothing,Books & Literature,284.05,53
Product 8362,Home Decor,Toys & Games,134.14,95
Product 8363,Clothing,Books & Literature,442.68,21
Product 8364,Home Decor,Home & Garden,49.04,18
Product 8365,Home Decor,Books & Literature,388.94,17
Product 8366,Electronics,Home & Garden,284.07,17
Product 8367,Clothing,Home & Garden,423.91,52
Product 8368,Home Decor,Toys & Games,37.33,72
Product 8369,Electronics,Apparel & Fashion,240.66,24
Product 8370,Home Decor,Home & Garden,300.05,35
Product 8371,Home Decor,Home & Garden,210.31,16
Product 8372,Electronics,Electronics & Gadgets,224.5,75
Product 8373,Toys & Games,Toys & Games,457.4,84
Product 8374,Books,Books & Literature,148.57,78
Product 8375,Books,Home & Garden,264.46,36
Product 8376,Toys & Games,Electronics & Gadgets,419.04,49
Product 8377,Home Decor,Electronics & Gadgets,100.38,48
Product 8378,Home Decor,Apparel & Fashion,395.8,7
Product 8379,Electronics,Electronics & Gadgets,176.88,38
Product 8380,Toys & Games,Books & Literature,420.32,89
Product 8381,Toys & Games,Electronics & Gadgets,360.36,96
Product 8382,Toys & Games,Home & Garden,289.86,68
Product 8383,Home Decor,Apparel & Fashion,447.89,33
Product 8384,Home Decor,Toys & Games,118.54,33
Product 8385,Clothing,Toys & Games,225.83,85
Product 8386,Toys & Games,Apparel & Fashion,76.17,7
Product 8387,Clothing,Apparel & Fashion,457.22,2
Product 8388,Clothing,Books & Literature,285.47,5
Product 8389,Books,Apparel & Fashion,425.6,63
Product 8390,Clothing,Home & Garden,157.47,80
Product 8391,Clothing,Electronics & Gadgets,25.07,84
Product 8392,Books,Apparel & Fashion,48.94,66
Product 8393,Clothing,Books & Literature,28.29,76
Product 8394,Electronics,Toys & Games,179.68,94
Product 8395,Toys & Games,Toys & Games,120.77,47
Product 8396,Home Decor,Toys & Games,455.68,12
Product 8397,Clothing,Books & Literature,66.12,92
Product 8398,Electronics,Apparel & Fashion,485.03,32
Product 8399,Electronics,Electronics & Gadgets,104.6,15
Product 8400,Home Decor,Home & Garden,474.63,7
Product 8401,Clothing,Electronics & Gadgets,436.77,74
Product 8402,Electronics,Electronics & Gadgets,495.45,76
Product 8403,Clothing,Toys & Games,45.53,27
Product 8404,Electronics,Home & Garden,491.08,28
Product 8405,Books,Books & Literature,479.42,27
Product 8406,Home Decor,Home & Garden,474.63,69
Product 8407,Home Decor,Apparel & Fashion,76.73,28
Product 8408,Home Decor,Toys & Games,264.3,4
Product 8409,Home Decor,Electronics & Gadgets,157.67,57
Product 8410,Home Decor,Apparel & Fashion,370.31,55
Product 8411,Toys & Games,Home & Garden,415.32,44
Product 8412,Toys & Games,Home & Garden,356.22,27
Product 8413,Home Decor,Apparel & Fashion,382.46,3
Product 8414,Electronics,Home & Garden,140.85,15
Product 8415,Books,Toys & Games,113.45,75
Product 8416,Electronics,Apparel & Fashion,16.94,91
Product 8417,Electronics,Books & Literature,174.27,42
Product 8418,Toys & Games,Toys & Games,29.41,40
Product 8419,Home Decor,Home & Garden,177.76,65
Product 8420,Home Decor,Toys & Games,470.74,99
Product 8421,Home Decor,Toys & Games,228.82,31
Product 8422,Home Decor,Toys & Games,319.85,85
Product 8423,Electronics,Apparel & Fashion,260.76,10
Product 8424,Clothing,Electronics & Gadgets,350.37,22
Product 8425,Electronics,Books & Literature,196.79,38
Product 8426,Clothing,Books & Literature,238.79,57
Product 8427,Toys & Games,Toys & Games,307.65,91
Product 8428,Electronics,Books & Literature,169.64,73
Product 8429,Clothing,Home & Garden,115.68,9
Product 8430,Home Decor,Toys & Games,484.81,86
Product 8431,Books,Home & Garden,33.56,69
Product 8432,Books,Toys & Games,206.3,11
Product 8433,Electronics,Electronics & Gadgets,200.35,24
Product 8434,Home Decor,Books & Literature,484.3,71
Product 8435,Toys & Games,Home & Garden,11.45,33
Product 8436,Electronics,Books & Literature,21.29,7
Product 8437,Electronics,Home & Garden,362.76,56
